Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-12-27 00:00:00-05:00,20.983522471820358,21.27543192219523,20.895271409875036,21.187179565429688,13823700,0.0,0.0
2010-12-28 00:00:00-05:00,21.08534831727784,21.248274230256115,21.044617162738284,21.180389404296875,14863300,0.0,0.0
2010-12-29 00:00:00-05:00,21.200756725865357,21.2347004374943,21.031042052181217,21.05819702148437,12280700,0.0,0.0
2010-12-30 00:00:00-05:00,21.07177021280626,21.1260788455271,20.84095820003769,20.922420501708984,11675700,0.0,0.0
2010-12-31 00:00:00-05:00,20.854538198296005,21.0649853215162,20.813807040016687,21.037830352783203,12108400,0.0,0.0
2011-01-03 00:00:00-05:00,21.24827172800526,21.49266121610277,21.153231946998407,21.438352584838867,34397100,0.0,0.0
2011-01-04 00:00:00-05:00,21.48587417602539,21.6827437892024,21.377256904900143,21.48587417602539,30341100,0.0,0.0
2011-01-05 00:00:00-05:00,21.322955129638277,22.06291133650993,21.31616638615628,21.974658966064453,43245600,0.0,0.0
2011-01-06 00:00:00-05:00,21.825305938720703,22.042540492635545,21.80493841891358,21.825305938720703,32500000,0.0,0.0
2011-01-07 00:00:00-05:00,21.879616940079213,21.879616940079213,20.80023143690224,21.38405036926269,81572300,0.0,0.0
2011-01-10 00:00:00-05:00,21.16002317961707,21.35010405883509,21.02425093805848,21.180389404296875,30263400,0.0,0.0
2011-01-11 00:00:00-05:00,21.51302982142812,21.51302982142812,21.07177198167736,21.316160202026367,27230700,0.0,0.0
2011-01-12 00:00:00-05:00,21.540185066736736,21.825307051816356,21.465511494282687,21.73026466369629,29181000,0.0,0.0
2011-01-13 00:00:00-05:00,21.811729018047924,21.818516465065283,21.519819593137274,21.648801803588867,25139400,0.0,0.0
2011-01-14 00:00:00-05:00,21.60128335634074,22.273354600366957,21.60128335634074,22.232622146606445,34358900,0.0,0.0
2011-01-18 00:00:00-05:00,22.25299081901868,22.395553136322576,21.76421423993946,22.056123733520508,35506000,0.0,0.0
2011-01-19 00:00:00-05:00,21.76420598310469,22.246194930714413,21.485872787165373,21.59449005126953,51635900,0.0,0.0
2011-01-20 00:00:00-05:00,21.72347666898093,21.99502116319928,21.465510953257624,21.648801803588867,34435600,0.0,0.0
2011-01-21 00:00:00-05:00,21.9067698862506,22.205466772796843,21.757420148157298,22.06969451904297,35549000,0.0,0.0
2011-01-24 00:00:00-05:00,22.062906718754977,22.205466417577878,22.028964303269568,22.198678970336918,27472000,0.0,0.0
2011-01-25 00:00:00-05:00,22.0764842028772,22.205466417577878,21.716688642559173,22.198678970336918,28232300,0.0,0.0
2011-01-26 00:00:00-05:00,22.225834637843533,22.286932023495616,22.0018100272391,22.02896499633789,25866200,0.0,0.0
2011-01-27 00:00:00-05:00,21.866034743664425,22.09684676976355,21.77099495461891,22.06290435791016,23077200,0.0,0.0
2011-01-28 00:00:00-05:00,22.124002593801755,22.266562282903205,21.58091621414853,21.614858627319336,30345800,0.0,0.0
2011-01-31 00:00:00-05:00,21.709897661970345,22.062904443828405,21.540183012402437,22.008594512939453,23646400,0.0,0.0
2011-02-01 00:00:00-05:00,22.13758501786324,22.73498146363416,22.083275072956468,22.70103645324707,31359000,0.0,0.0
2011-02-02 00:00:00-05:00,22.53787394095648,22.61945827505544,22.218331624916665,22.24552726745605,24766100,0.05,0.0
2011-02-03 00:00:00-05:00,22.20472603943377,22.415488305139064,22.09594610083194,22.265914916992188,18950200,0.0,0.0
2011-02-04 00:00:00-05:00,22.238723271593077,22.361101048653502,22.007565536425457,22.2727165222168,18236900,0.0,0.0
2011-02-07 00:00:00-05:00,22.4358806283672,22.809811453469727,22.39508718446734,22.653440475463867,21356800,0.0,0.0
2011-02-08 00:00:00-05:00,22.63303597887216,23.285715258566007,22.57184713430605,23.183732986450195,39820700,0.0,0.0
2011-02-09 00:00:00-05:00,22.592257508762977,22.8846041159614,22.259120040525744,22.52427101135254,71834200,0.0,0.0
2011-02-10 00:00:00-05:00,22.48346598135399,22.728221395650923,22.26590618942723,22.435874938964844,31174900,0.0,0.0
2011-02-11 00:00:00-05:00,22.22512082309201,23.04097163571154,22.197927784368677,22.952587127685547,40581700,0.0,0.0
2011-02-14 00:00:00-05:00,22.86419997649047,23.1565464723344,22.83700435047763,23.027368545532227,17735100,0.0,0.0
2011-02-15 00:00:00-05:00,23.074969352922576,23.244938197107825,22.83021639585156,22.898202896118164,24395000,0.0,0.0
2011-02-16 00:00:00-05:00,22.918593638097168,22.966184697249883,22.082347407033204,22.63984489440918,86403000,0.0,0.0
2011-02-17 00:00:00-05:00,22.476680320235637,22.571862455608997,22.354302548035974,22.401893615722656,26621100,0.0,0.0
2011-02-18 00:00:00-05:00,22.442686680687544,22.483480139931764,21.987171389962267,22.191133499145508,43900100,0.0,0.0
2011-02-22 00:00:00-05:00,21.735610588908536,21.919178508589845,21.16451529321213,21.3344841003418,59143100,0.0,0.0
2011-02-23 00:00:00-05:00,21.361682871055176,21.538450612057375,20.940159596856187,21.416072845458984,38562600,0.0,0.0
2011-02-24 00:00:00-05:00,21.130519194059616,21.477255669343283,21.035337089896657,21.375274658203125,35604200,0.0,0.0
2011-02-25 00:00:00-05:00,21.987162566038204,22.25911366482195,21.92597369848776,22.027956008911133,46480100,0.0,0.0
2011-02-28 00:00:00-05:00,22.109546446180456,22.2115261914298,21.783206593049066,21.93277740478516,30717000,0.0,0.0
2011-03-01 00:00:00-05:00,21.98716152961792,22.06874581800021,21.484054095397536,21.518047332763672,34960100,0.0,0.0
2011-03-02 00:00:00-05:00,21.348082676884207,21.72201484395019,20.273879829415307,21.450063705444336,31044700,0.0,0.0
2011-03-03 00:00:00-05:00,21.72201372902033,22.116340006744068,21.708415913441147,22.03475570678711,31246600,0.0,0.0
2011-03-04 00:00:00-05:00,21.946369676283748,22.000760934818487,21.46365892761874,21.69481658935547,39680800,0.0,0.0
2011-03-07 00:00:00-05:00,21.885186159379398,22.007563927493013,21.49085981263886,21.565645217895508,23555800,0.0,0.0
2011-03-08 00:00:00-05:00,21.722016544657247,22.28631169998825,21.65402875470774,22.102745056152344,33966900,0.0,0.0
2011-03-09 00:00:00-05:00,22.08234970051844,22.41548974270577,21.912380873457632,22.299909591674805,24760800,0.0,0.0
2011-03-10 00:00:00-05:00,21.96676749716813,22.150334102792804,21.76280287301765,21.796798706054688,29742100,0.0,0.0
2011-03-11 00:00:00-05:00,21.728811485814347,22.08234691269029,21.715214966903023,22.014360427856445,22893500,0.0,0.0
2011-03-14 00:00:00-04:00,21.7492044882899,21.919174561571896,21.579235711766763,21.823989868164062,27021900,0.0,0.0
2011-03-15 00:00:00-04:00,21.382073965633,21.96676700903336,21.21210517829652,21.939571380615234,42774600,0.0,0.0
2011-03-16 00:00:00-04:00,21.95316865039478,22.014357516059167,21.144116879644773,21.232500076293945,48008900,0.0,0.0
2011-03-17 00:00:00-04:00,21.497658165251792,21.552048138921403,20.824580458046373,21.320890426635746,50554400,0.0,0.0
2011-03-18 00:00:00-04:00,21.647229358957347,22.00756243309128,21.4976572618413,21.640430450439453,63760300,0.0,0.0
2011-03-21 00:00:00-04:00,21.919176170962164,21.9259737813744,21.388871785680937,21.67441940307617,32893300,0.0,0.0
2011-03-22 00:00:00-04:00,21.64721979416427,21.66081760519188,21.41606219372936,21.422861099243164,24174100,0.0,0.0
2011-03-23 00:00:00-04:00,21.37527544885042,21.42966540992092,21.02174005351268,21.3820743560791,25385700,0.0,0.0
2011-03-24 00:00:00-04:00,21.27305570807644,21.5387994460557,21.16403310262669,21.49110221862793,20992300,0.07,0.0
2011-03-25 00:00:00-04:00,21.463838187328506,21.95444103481584,21.388884685706497,21.76365089416504,23474900,0.0,0.0
2011-03-28 00:00:00-04:00,21.82497878294451,21.83179415663585,21.5319813971518,21.538795471191406,17533000,0.0,0.0
2011-03-29 00:00:00-04:00,21.53879752193537,21.53879752193537,21.300310106449277,21.525169372558597,21738700,0.0,0.0
2011-03-30 00:00:00-04:00,21.675074209185528,21.859051618764887,21.53198254567641,21.743213653564453,19395700,0.0,0.0
2011-03-31 00:00:00-04:00,21.538791650048346,21.66825513487789,21.48428036705393,21.60692977905273,21679800,0.0,0.0
2011-04-01 00:00:00-04:00,21.865861758496457,21.98851248366772,21.681885670739565,21.845420837402344,24788900,0.0,0.0
2011-04-04 00:00:00-04:00,21.79091515307052,21.893124989532257,21.477475466900568,21.66826438903809,24425900,0.0,0.0
2011-04-05 00:00:00-04:00,21.647814251874408,21.98851009606638,21.538791685705096,21.797719955444336,23086800,0.0,0.0
2011-04-06 00:00:00-04:00,21.886307344776835,22.158865147544223,21.7159606675251,22.077098846435547,34716200,0.0,0.0
2011-04-07 00:00:00-04:00,22.05665472165097,22.233818068421375,21.82498137539229,21.92037582397461,30236500,0.0,0.0
2011-04-08 00:00:00-04:00,22.14523271130566,22.16567363280057,21.50472407821466,21.54560852050781,25826800,0.0,0.0
2011-04-11 00:00:00-04:00,21.545613231976827,21.675076761927127,21.307125798389084,21.39570617675781,27145200,0.0,0.0
2011-04-12 00:00:00-04:00,21.23217227077957,21.593310458763984,21.13677781720526,21.39570617675781,22836800,0.0,0.0
2011-04-13 00:00:00-04:00,21.4910952504562,21.52516431624336,20.88465574216255,20.90509796142578,38994300,0.0,0.0
2011-04-14 00:00:00-04:00,20.816524736250543,20.84378103963328,20.509899121107253,20.543968200683597,39664600,0.0,0.0
2011-04-15 00:00:00-04:00,20.652984913714064,20.762007496789725,20.346359386183167,20.36680030822754,78436200,0.0,0.0
2011-04-18 00:00:00-04:00,20.10105500542677,20.3599832777178,19.99884651109219,20.11468315124512,44730100,0.0,0.0
2011-04-19 00:00:00-04:00,20.2237137263334,20.543967481964152,20.169202421127057,20.48945617675781,40190900,0.0,0.0
2011-04-20 00:00:00-04:00,19.94434215655879,20.053364761679315,19.22206577307036,19.644529342651367,143256200,0.0,0.0
2011-04-21 00:00:00-04:00,19.733103670842578,19.78761625633868,19.28338523771229,19.44692039489746,67291500,0.0,0.0
2011-04-25 00:00:00-04:00,19.419669065656272,19.62408611490768,19.39241276594173,19.46055221557617,32213300,0.0,0.0
2011-04-26 00:00:00-04:00,19.54232052556707,19.69222628049143,19.36515846993722,19.671785354614254,34600000,0.0,0.0
2011-04-27 00:00:00-04:00,19.71948049378728,20.019291971899385,19.65815512334348,19.944339752197266,31409900,0.0,0.0
2011-04-28 00:00:00-04:00,19.828503085764737,20.01247919709613,19.828503085764737,19.944339752197266,37234200,0.0,0.0
2011-04-29 00:00:00-04:00,19.903451930690803,20.046544870681146,19.75354621705236,19.83531379699707,27800000,0.0,0.0
2011-05-02 00:00:00-04:00,19.99204243572002,20.00567058835348,19.719485881311694,19.848949432373047,30771000,0.0,0.0
2011-05-03 00:00:00-04:00,19.68541039216602,20.121502065723483,19.658155393622835,20.107873916625977,31819500,0.0,0.0
2011-05-04 00:00:00-04:00,20.121555981228312,20.21733991767049,19.67684316994332,19.690526962280277,40496200,0.12,0.0
2011-05-05 00:00:00-04:00,19.642638116963923,19.711055789113225,18.99951539165274,19.24581718444824,53431000,0.0,0.0
2011-05-06 00:00:00-04:00,19.45790669478801,19.5605325220316,19.23897124867949,19.32791328430176,35833900,0.0,0.0
2011-05-09 00:00:00-04:00,19.20475891422929,19.478428181175317,19.19107512464249,19.3005428314209,21580100,0.0,0.0
2011-05-10 00:00:00-04:00,19.389490148377995,19.55369174233189,19.36212256357321,19.51948356628418,25331200,0.0,0.0
2011-05-11 00:00:00-04:00,19.4715938669635,19.58106292131784,19.177400106061263,19.266342163085938,28456300,0.0,0.0
2011-05-12 00:00:00-04:00,19.307388069231905,19.348439445100237,18.95161861308064,19.31422996520996,27282700,0.0,0.0
2011-05-13 00:00:00-04:00,19.34844134170488,19.43054149157284,19.054246310601584,19.108980178833008,32371800,0.0,0.0
2011-05-16 00:00:00-04:00,19.033715261077187,19.389485956881504,19.00634898714654,19.06108283996582,32320800,0.0,0.0
2011-05-17 00:00:00-04:00,19.006351847852624,19.6768419720459,18.98582616059676,19.670000076293945,40162800,0.0,0.0
2011-05-18 00:00:00-04:00,19.6494767814882,19.79999589644148,19.471591385153257,19.786312103271484,23852500,0.0,0.0
2011-05-19 00:00:00-04:00,19.847886157683,19.895778124693752,19.471589707676056,19.574216842651367,25207600,0.0,0.0
2011-05-20 00:00:00-04:00,19.478425344980028,19.57421055318264,19.12265600223171,19.15686416625977,29293400,0.0,0.0
2011-05-23 00:00:00-04:00,18.876365789886208,19.108985116213542,18.82847380592917,18.835315704345703,28094700,0.0,0.0
2011-05-24 00:00:00-04:00,18.86267650416353,18.972144237056423,18.73268308199385,18.90372657775879,21103400,0.0,0.0
2011-05-25 00:00:00-04:00,18.766891017303603,19.0952941889144,18.766891017303603,18.855833053588867,20648700,0.0,0.0
2011-05-26 00:00:00-04:00,18.794255308964864,19.04055831411424,18.75320524309265,18.951616287231445,18407800,0.0,0.0
2011-05-27 00:00:00-04:00,18.972140047880533,19.485270421872706,18.958456258050816,19.25265121459961,24528200,0.0,0.0
2011-05-31 00:00:00-04:00,19.4305471265357,19.5468567933777,19.20476969148461,19.410022735595703,27428500,0.0,0.0
2011-06-01 00:00:00-04:00,19.403173396050235,19.403173396050235,18.41796255502767,18.4316463470459,46071600,0.0,0.0
2011-06-02 00:00:00-04:00,18.500064619471942,18.71215818299851,18.04166801123176,18.582164764404297,54133000,0.0,0.0
2011-06-03 00:00:00-04:00,18.2469196522715,18.69847436362468,18.205869579864377,18.37691307067871,31962700,0.0,0.0
2011-06-06 00:00:00-04:00,18.041669242014883,18.30165479198097,17.843258152469467,17.96640968322754,43207700,0.0,0.0
2011-06-07 00:00:00-04:00,18.04166336249866,18.199023020537915,17.58326687237192,17.63115882873535,43318200,0.0,0.0
2011-06-08 00:00:00-04:00,17.69274163250157,17.91167712319672,17.28223693496893,17.35065460205078,56130000,0.0,0.0
2011-06-09 00:00:00-04:00,17.43959815810019,18.04167211433528,17.343814198909477,17.939044952392578,43128400,0.0,0.0
2011-06-10 00:00:00-04:00,17.76800000981006,18.164820915569564,17.55590641491062,17.98009490966797,46257400,0.0,0.0
2011-06-13 00:00:00-04:00,18.22639620727122,18.49322497316001,18.082720283680537,18.404281616210938,41440900,0.0,0.0
2011-06-14 00:00:00-04:00,18.623213624377644,18.896884236223148,18.411120074659756,18.48637962341309,42166500,0.0,0.0
2011-06-15 00:00:00-04:00,18.24692117402684,18.335863222486235,17.850100294441877,18.164819717407227,43190200,0.0,0.0
2011-06-16 00:00:00-04:00,18.15798468407666,18.452178506705916,18.034833113927363,18.33586883544922,39935600,0.0,0.0
2011-06-17 00:00:00-04:00,18.60268714894173,18.79425498973015,18.5411113987003,18.698471069335938,46513800,0.0,0.0
2011-06-20 00:00:00-04:00,18.589007724906093,18.691633564426244,18.315338384532907,18.43848991394043,31769100,0.0,0.0
2011-06-21 00:00:00-04:00,18.568486653422998,18.85583985852569,18.438494500012705,18.78742218017578,29746600,0.0,0.0
2011-06-22 00:00:00-04:00,18.73952591814444,19.102138617134912,18.67795015218458,18.72584342956543,31172600,0.0,0.0
2011-06-23 00:00:00-04:00,18.4111271971537,18.63690462579934,18.192191666946865,18.50007057189941,46395300,0.0,0.0
2011-06-24 00:00:00-04:00,18.520589842725368,18.76005100205585,18.281128683394893,18.650583267211918,44103400,0.0,0.0
2011-06-27 00:00:00-04:00,18.60269697828479,18.944784080397632,18.595855079647485,18.78058242797852,30881900,0.0,0.0
